id,image_url,title,category,color
15505,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio1226_1600x.jpg?v=1730210841,Dulce|Linen Scallop Top,tops,Blue
15508,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio0306_512x.jpg?v=1730795887,No Title,uncategorized,Unknown
15510,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-04381_512x.jpg?v=1730796754,Leiala|Viscose Tiered Dress,dresses,Black
15513,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-05331_1600x.jpg?v=1730796634,Azreen|Viscose Back Detail Dress,dresses,Blue
15516,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgiopart220544_1600x.jpg?v=1730797350,No Title,uncategorized,Unknown
15518,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-06261_1600x.jpg?v=1730797082,Daira|Cotton Striped Shirt Dress,dresses,Blue
15521,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-03431_512x.jpg?v=1730797425,Naya|Viscose Floral Print Dress,dresses,Black
15523,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-01172_1600x.jpg?v=1730797487,Shirin|Viscose Strappy Dress,dresses,White
15525,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/30_sep_virgio0555_788fffbb-9a3e-4471-85d3-75e486aa1f08_512x.jpg?v=1728900970,Paige|Viscose+ Bermuda Shorts With Contrast Waistband,bottoms,Navy
15528,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part221016_512x.jpg?v=1728901883,Marsha|Truviscose Beige Midi Shirt Dress With Belt,dresses,Beige
15531,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-0867_1600x.jpg?v=1732015731,No Title,uncategorized,Unknown
15533,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part220919_1600x.jpg?v=1728468140,Hudson|Tru Cotton Black Belted Midi Dress,dresses,Black
15536,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-1664_512x.jpg?v=1732015599,Juniper|Trucotton Long Sleeve Formal Shirt,tops,White
15538,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/30_sep_virgio1588_512x.jpg?v=1728900500,Quinn|Viscose+ Pencil Midi Skirt With Side Ruching,bottoms,Black
15541,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/30_sep_virgio1298_512x.jpg?v=1728902415,Krysten|Viscose+ Checked Straight Fit Pant,bottoms,Black
15543,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part220157_512x.jpg?v=1728902605,Brynn|Viscose+ Navy Pleated Flare Pant With Tie-Up Waist,bottoms,Navy
15545,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part222031_1600x.jpg?v=1728468311,Tisha|Cotton A-Line Midi Dress,dresses,Blue
15547,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-0690_512x.jpg?v=1729247450,Parker|Viscose+ Grey Flared Pant With Pleats,bottoms,Grey
15550,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgiopart220378_512x.jpg?v=1728541314,Addison|Viscose+ Brown Pleated Pant,bottoms,Brown
15552,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part220675_512x.jpg?v=1728466066,Meghan|Rescued Georgette Polka Top With Tie-Up At Neck,tops,Black
15555,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-0154_512x.jpg?v=1728549910,Emerson|Viscose+ Grey Checked Mini Skirt,bottoms,Grey
15557,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part221058_512x.jpg?v=1728888653,Diane|Trucotton High Neck Top With Full Sleeve,tops,Black
15559,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-0345_512x.jpg?v=1730124108,Marina|Rescued Satin Printed Accordian Midi Skirt,bottoms,White
15562,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-1728_512x.jpg?v=1732016216,Kaylee|Viscose+ Checked Tailored Pant,bottoms,Grey
15564,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/30_sep_virgio1382_512x.jpg?v=1728901196,Skye|Halter Checked Vest,tops,Black
15567,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgiopart221964_512x.jpg?v=1728547630,Serina|Viscose+ Mini Dress Asymmetric Sleeve And Draped Waist,dresses,Black
15569,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgiopart220522_512x.jpg?v=1739797059,Tonya|Viscose+ Brown Pleated Shorts,bottoms,Brown
15571,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part220112_1600x.jpg?v=1728901099,Yasha|Rescued Satin Rose Printed Shirt,tops,White
15574,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-01721_512x.jpg?v=1728549529,Shonda|Rescued Georgette Green Ruffle Blouse,tops,Green
15576,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgiopart220344_512x.jpg?v=1728547692,Madison|Viscose+ Black Single Breasted Blazer,jackets,Black
15579,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-0169_1600x.jpg?v=1732016737,Shayla|Double-Breasted Coat Tie Dress,dresses,Blue
15581,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part220837_512x.jpg?v=1728901494,Nikohl|Truviscose Oversize Ivory Shirt With Pockets,tops,Grey
15584,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1st_oct_virgio-0540_512x.jpg?v=1739445945,Morgan|Viscose+ Black Straight Fit Pant,bottoms,Black
15587,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-0020_1_512x.jpg?v=1728976996,Brianna|Viscose+ One-Shoulder Belted Fitted Top,tops,Black
15589,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part220260_512x.jpg?v=1728900160,Riley|Viscose+ Black Tailored Shorts,bottoms,Black
15592,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgiopart220351_512x.jpg?v=1728544221,Avery|Viscose+ Cami Strappy Top,tops,Black
15594,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/30_sep_virgio0826_512x.jpg?v=1728899782,Tasha|Viscose+ Grey Blazer With Power Shoulder,tops,Grey
15597,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part220580_1_1600x.jpg?v=1728894720,Jacinda|Cotton Cap Sleeve Shirt,tops,Blue
15599,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1st_oct_virgio-0767_512x.jpg?v=1728975204,Victoria|Viscose+ Asymmetric Waist Straight Pant With Pleats,bottoms,Pink
15601,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/30_sep_virgio1514_512x.jpg?v=1729070533,Alexandra|Viscose+ Navy Crop Vest With Side Tie-Up,tops,Navy
15604,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/30sepvirgio0786_512x.jpg?v=1728549654,Denise|Viscose+ Grey Corset Crop Top With  V-Neck,tops,Grey
15607,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part220563_512x.jpg?v=1729495531,Gina|Viscose+ Black Tapered Pleated Pant,bottoms,Black
15610,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part220895_1600x.jpg?v=1728898928,Leighton|Front Tie Blue Coat Dress,dresses,Blue
15612,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgiopart220073_512x.jpg?v=1729097137,Greer|Viscose+ Black Flared Pant With Pleats,bottoms,Black
15614,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/30sepvirgio0141_512x.jpg?v=1728547815,Arielle|Viscose+ Grey Pleated Flap Mini Skorts,bottoms,Grey
15617,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/30sepvirgio1760_db9c84df-43e3-4504-af28-a67e84bb29a9_512x.jpg?v=1729250714,Shiloh|Viscose+ Black Side Pleated Tulip Midi Skirt,bottoms,Black
15619,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/30_sep_virgio1013_512x.jpg?v=1728541445,Tonya|Viscose+ Grey Asymmetric Waist Shorts,bottoms,Grey
15622,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-1711_512x.jpg?v=1732016551,Taliyah|Viscose+ Striped Tailored Pant,bottoms,Black
15624,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/30sepvirgio1697_512x.jpg?v=1728542868,Aloma|Rescued Satin Floral Printed Shirt,tops,White
15626,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-1637_512x.jpg?v=1732016312,Melora|Viscose+ Grey Tapered Pleated Pant,bottoms,Grey
15629,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1st_oct_virgio-0842_1_1600x.jpg?v=1728895084,Auden|Rescued Georgette Ivory Ruffle Blouse,tops,Grey
15631,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/30sepvirgio0419_512x.jpg?v=1728544209,Leisha|Viscose+ Bodycon Mini Dress With Side Ruching,dresses,Grey
15634,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgiopart220694_1600x.jpg?v=1728899307,Zarmin|High-Low Hem Shirt,tops,Blue
15638,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/virgio_part220731_512x.jpg?v=1728889267,Trina|Trucotton U-Neckline Midi Dress With Belt,dresses,Black
15640,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1st_oct_virgio-0182_512x.jpg?v=1728899800,Skylar|Viscose+ Checked Pattern Halter Neck Vest,tops,Black
15643,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio01991_512x.jpg?v=1727939953,Hernes|Cotton Polka Co-Ord Set,dresses,White
15646,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio1815_1600x.jpg?v=1728287172,No Title,uncategorized,Unknown
15648,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio2319_512x.jpg?v=1728301774,Nayab|Poplin Smocking Top,tops,White
15651,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio2295_512x.jpg?v=1726640855,Tamara|Cotton Twill Smocking Top,tops,Black
15654,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio2381_512x.jpg?v=1726640673,Romy|Poplin Smocking Shirt,tops,White
15658,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio2427_512x.jpg?v=1726639780,Bailey|Cotton Dress With Smocking,dresses,Black
15662,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio2472_512x.jpg?v=1726641092,Mahira|Poplin Blouson-Sleeve Dress,dresses,White
15665,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_Aug_Virgio2157_512x.jpg?v=1726655516,Audrey|Cotton Twill Midi Dress,dresses,Black
15668,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio2350_512x.jpg?v=1726640611,Pippa|Poplin Kimono Sleeve Top,tops,White
15672,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_Aug_Virgio1623_512x.jpg?v=1726039932,Carlienna|Cotton Bow-Detail Dress,dresses,Black
15675,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_Aug_Virgio1869_1600x.jpg?v=1726040814,Boe|Cotton-Satin Dress With Bow,dresses,Black And White
15678,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_Aug_Virgio1254_512x.jpg?v=1726039537,Bria|Cotton Big Bow Crop Top,tops,Red
15682,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/26th_July_Virgio-0291_512x.jpg?v=1722599418,Starlet|Classy Cotton Mini Dress,dresses,Black
15686,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_Aug_Virgio1803_512x.jpg?v=1726040661,Tia|Cotton Strappy Bow Dress,dresses,Red
15689,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_Aug_Virgio1334_512x.jpg?v=1726039661,Steven|Cotton Polka Ruffle Top,tops,Black
15693,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep_10_virgio0165_1_512x.jpg?v=1738386655,Kial|Cotton Smocking Maxi Dress,dresses,Red
15697,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep_10_virgio0260_1_512x.jpg?v=1726548531,Camele|Cotton Back Tie-Up Dress,dresses,White
15700,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep_10_virgio1516_512x.jpg?v=1727249426,No Title,uncategorized,Unknown
15703,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/IMG_6662_512x.jpg?v=1728020119,Hernes Blazer|Cotton Polka Crop Blazer,jackets,White
15707,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_Aug_Virgio2182_512x.jpg?v=1726041446,Lora|Cotton Boat Neck Dress,dresses,Black
15710,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep_10_virgio1644_512x.jpg?v=1727250688,Stephany|Cotton Puff-Sleeve Top,tops,Red
15713,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep_10_virgio1691_512x.jpg?v=1727249069,Belmos|Cotton-Jersey Bow Top,dresses,Black
15717,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep_10_virgio1559_1600x.jpg?v=1727249632,Brienne|Cotton Midi Dress With Bow,dresses,Red
15721,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep_10_virgio0008_5_512x.jpg?v=1726548422,Carlie|Cotton Dress With Front Bow,dresses,White
15724,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio2238_512x.jpg?v=1726640783,Lexi Top|Cotton Peplum Smocking Top,tops,Lavender
15727,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio2219_512x.jpg?v=1738668701,Lexi Skirt|Cotton Smocking Mini Skirt,bottoms,Purple
15729,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio1431_512x.jpg?v=1738668738,Alisha|Modal Mini Layered Skirt,bottoms,Green
15732,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio2195_512x.jpg?v=1726640164,Lexi|Cotton Peplum Co-Ord Set,dresses,Purple
15736,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio1013_1600x.jpg?v=1726140307,No Title,uncategorized,Unknown
15739,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1136_512x.jpg?v=1726140541,Thames|Cotton Front Tie-Up Top,tops,Green
15742,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1018_512x.jpg?v=1726140441,Margaux|Cotton Tie-Front Top,tops,Multi
15745,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1200_512x.jpg?v=1738668722,Aurelie|Gathered Cotton Mini Skirt,bottoms,Multi
15748,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28thAugVirgio2115_512x.jpg?v=1726140022,Clemence|Cotton Poplin Corset Top,tops,Red
15752,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1477_512x.jpg?v=1738668752,Camlia|Cotton Gathered Mini Skirt,bottoms,Red
15756,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28thAugVirgio2070_512x.jpg?v=1726140159,Pernea|Cotton Flared Tier Dress,dresses,Red
15759,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6823_512x.jpg?v=1724333795,Lauren|Cotton Front Tie Dress,dresses,Red
15762,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep_10_virgio0100_1600x.jpg?v=1727944500,Ellery|Cotton Ruffled Crop Top,tops,Blue
15766,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28thAugVirgio2031_512x.jpg?v=1726139889,No Title,uncategorized,Unknown
15769,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep_10_virgio0144.jpg?v=1727953008&quality=60&width=512,No Title,uncategorized,Unknown
15773,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio0964_1600x.jpg?v=1726140216,Brinda|Cotton Flared Mini Dress,dresses,Blue
15777,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_Aug_Virgio1698_512x.jpg?v=1726040200,Brie|Crop Top With Big Bow Detail,tops,White
15780,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_Aug_Virgio1398_512x.jpg?v=1726039751,Stephen|Cotton Puff Sleeve Top,tops,White
15783,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_Aug_Virgio1209_512x.jpg?v=1726039474,Besmo|Cotton Knitted Bow Top,dresses,Red
15786,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_Aug_Virgio1150_1600x.jpg?v=1738668478,Ellara|Cotton Mini Skirt With Bow,bottoms,Red
15789,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_Aug_Virgio1708_512x.jpg?v=1726040378,Phia|Front-Slit Polka Print Skirt,bottoms,Black
15794,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep_10_virgio0113_1_512x.jpg?v=1727944752,Bernice|Cotton Voluminous Maxi Dress,dresses,Multi
15797,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep_10_virgio0204_1_512x.jpg?v=1726547336,Hernes Top|Cotton Polka Crop Top,tops,White
15801,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep_10_virgio0190_1_a38573c8-41d6-4f85-a5f9-d92d64ed3116_512x.jpg?v=1738668627,Hernes Skirt|Cotton Polka Midi Skirt,bottoms,White
15805,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28thAugVirgio1987_512x.jpg?v=1729670114,Blaine|Waist Detail Midi Dress,dresses,MULTI
15808,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep_10_virgio1739.jpg?v=1728058370&quality=60&width=512,No Title,uncategorized,Unknown
15811,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep_10_virgio1903_512x.jpg?v=1728057981,No Title,uncategorized,Unknown
15813,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1st_oct_virgio-0369_2.jpg?v=1729360940&quality=60&width=512,No Title,uncategorized,Unknown
15816,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio2030_512x.jpg?v=1725520352,Sabeen|Cotton Round Neck Tank Top,tops,Purple
15819,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1264_512x.jpg?v=1725520028,Tella|Cotton White Tank Top,tops,White
15822,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio2137_1600x.jpg?v=1725521128,No Title,uncategorized,Unknown
15824,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1888_1600x.jpg?v=1725520283,Arisha|Cotton Blue Tank Top,tops,Blue
15828,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1394_512x.jpg?v=1725520083,Trish|Cotton Striped Tank Top,tops,Black
15831,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_Aug_Virgio1112_512x.jpg?v=1725607742,Emilie|Cotton Coral Midi Dress,dresses,Orange
15835,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_Aug_Virgio1489_512x.jpg?v=1725373884,No Title,uncategorized,Unknown
15839,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_Aug_Virgio1571_512x.jpg?v=1725372320,No Title,uncategorized,Unknown
15843,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_Aug_Virgio1468_512x.jpg?v=1725373732,Gabrielle|Denim Banded Flared Dress,dresses,Dark Blue
15847,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Copy_of_23rd_Aug_Virgio1175_512x.jpg?v=1725434458,Ingrid|Broderie Anglais Shirt,tops,Unknown
15850,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1100_1600x.jpg?v=1725089404,Edith|Broderie Anglais Shirt,tops,Unknown
15854,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio2161_512x.jpg?v=1725021051,Bexie|Denim Relaxed Fit Jacket,jackets,Medium Blue
15858,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio1805_512x.jpg?v=1743748299,Draven|Denim Midi Skirt With Slit,bottoms,Dark Blue
15861,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio1526_512x.jpg?v=1743496515,Ryder|Denim Trucker Jacket,jackets,Light Blue
15865,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio1921_512x.jpg?v=1743748365,Axel|Denim Panelled Midi Skirt,bottoms,Light Blue
15868,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio1508_512x.jpg?v=1738670006,Scout|Denim Bubble Mini Skirt,bottoms,Light Blue
15871,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio1701_512x.jpg?v=1739445976,Piper|Denim Low-Rise Pants,bottoms,Dark Blue
15875,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio2038_512x.jpg?v=1725020976,Wren|Denim Wide Leg Pants,bottoms,Light Blue
15879,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio1920_512x.jpg?v=1738670207,Vale|Denim Fit & Flare Skirt,bottoms,Dark Blue
15882,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio1666_1600x.jpg?v=1738670167,Kaia|Denim Fitted Mini Skorts,bottoms,Medium Blue
15886,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1743_512x.jpg?v=1738668665,Sloane|Denim Midi Slit Skirt,bottoms,Medium Blue
15890,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio2109_ed326ad2-b996-4dec-9c29-7d1f64e30aab_1600x.jpg?v=1726834299,Dusk|Denim Skirt With Raw Edges,bottoms,Light Blue
15894,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio1313_1600x.jpg?v=1725021102,No Title,uncategorized,Unknown
15898,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0523_512x.jpg?v=1725017841,No Title,uncategorized,Unknown
15901,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0923_1600x.jpg?v=1725018193,Seraphine|Cotton Sheath Mini Dress,dresses,Blue
15905,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0728_512x.jpg?v=1725018311,Leora|Cotton Front-Tie Dress,dresses,Multi
15910,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0705_512x.jpg?v=1725017904,Nyla|Cotton Ruffled Skort Dress,dresses,Pink
15913,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6216_512x.jpg?v=1724393895,Bridget|Debonair Cotton Crop Shirt,tops,Green
15915,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio1564_512x.jpg?v=1725022246,Izzy|Sleek Cotton Crop Shirt,tops,White
15918,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6235_1600x.jpg?v=1724393714,Adenna|Urbane Cotton Crop Shirt,tops,Blue
15921,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6403_512x.jpg?v=1725728276,No Title,uncategorized,Unknown
15924,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6130_1600x.jpg?v=1725727767,Shawn|Suave Cotton Striped Shirt,tops,Blue
15927,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6054_1600x.jpg?v=1724393821,Alanna|Gorgeous stripe Midi Dress,dresses,Blue
15931,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6358_512x.jpg?v=1724333016,Gabanna|Cottton Front-Tie Crop Top,tops,Red
15934,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6157_1600x.jpg?v=1724331992,Swaine|Cotton Smocked Top,tops,Blue
15937,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6711.jpg?v=1724333441&quality=60&width=512,No Title,uncategorized,Unknown
15940,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0636_512x.jpg?v=1738669837,Starla|Cotton Mini Wrap Skort,bottoms,Multicolor
15943,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0325_1600x.jpg?v=1725017257,No Title,uncategorized,Unknown
15947,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6720_512x.jpg?v=1724333507,Moana|Cotton Front Cut-Out Dress,dresses,Multicolor
15951,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0280_1600x.jpg?v=1725014913,Frida|Gingham Off-Shoulder Dress,dresses,Blue
15954,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6435_512x.jpg?v=1724333199,Querra|Cotton Front-Tie Waistcoat,tops,Green
15957,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6340_512x.jpg?v=1724332954,Chala|Cotton Corset Smocking Top,tops,Green
15960,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0350_1600x.jpg?v=1738669808,Charlet Skirt|Cotton Gingham Skirt,bottoms,Blue
15963,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0363_1600x.jpg?v=1725017362,Charlet|Cotton Gingham  Co-Ord,dresses,Blue
15966,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6318_512x.jpg?v=1724332096,Shiah|Cotton Halter Neck Top,tops,Multicolor
15970,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0439_1600x.jpg?v=1738669876,Dani|Cotton Tiered Mini Skirt,bottoms,Blue
15974,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6762_512x.jpg?v=1724333611,Suzaine|Cotton Smocking Dress,dresses,Purple
15977,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0418_512x.jpg?v=1725017490,Vermia|Cotton Mini Jumpsuit,dresses,Purple
15980,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/9th_aug_Virgio6474_512x.jpg?v=1724333359,No Title,uncategorized,Unknown
15984,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0430_1600x.jpg?v=1725017592,Eliah|Cotton Puff Sleeve Top,tops,Blue
15988,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0304_1600x.jpg?v=1725017026,No Title,uncategorized,Unknown
15992,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0245_512x.jpg?v=1725014824,Callia|Cotton Sheath Mini Dress,dresses,Green
15995,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rd_Aug_Virgio0656_512x.jpg?v=1725018055,Suzelle|Cotton Gingham Crop Top,tops,Multicolor
